,daily,daily_lower,daily_upper,ds,y,yhat_lower,yhat_upper
225,0.953564268,0.953564268,0.953564268,10/01/2016 9:00,524.8009283,146.9337498,2067.606565
226,3.394266679,3.394266679,3.394266679,10/01/2016 10:00,1868.090757,488.7456124,7564.385308
227,7.800109498,7.800109498,7.800109498,10/01/2016 11:00,4292.992157,1050.825591,17069.4985
228,10.54663655,10.54663655,10.54663655,10/01/2016 12:00,5804.713114,1478.519468,20795.32476
229,11.81315606,11.81315606,11.81315606,10/01/2016 13:00,6501.89732,1685.203986,27404.86818
230,15.05782282,15.05782282,15.05782282,10/01/2016 14:00,8287.885315,2182.596846,31635.45549
231,19.41787295,19.41787295,19.41787295,10/01/2016 15:00,10687.85591,3055.962427,41903.14923
232,15.7371823,15.7371823,15.7371823,10/01/2016 16:00,8662.102045,2182.640118,31485.74579
233,5.766906697,5.766906697,5.766906697,10/01/2016 17:00,3174.290211,802.2363321,12856.42524
234,1.220493961,1.220493961,1.220493961,10/01/2016 18:00,671.8104031,169.528401,2549.164112
235,0.305739574,0.305739574,0.305739574,10/01/2016 19:00,168.2945803,43.07374824,694.1432891
236,0.169067288,0.169067288,0.169067288,10/01/2016 20:00,93.06479936,25.55752239,359.6492011
237,0.210787712,0.210787712,0.210787712,10/01/2016 21:00,116.0322021,30.31606333,428.6528945
238,0.341564937,0.341564937,0.341564937,10/01/2016 22:00,188.0242702,44.22915539,637.4491211
239,0.39802779,0.39802779,0.39802779,10/01/2016 23:00,219.1096014,58.79237603,853.7095268
240,0.297424502,0.297424502,0.297424502,11/01/2016 0:00,163.731463,43.99904075,600.7551509
241,0.208980286,0.208980286,0.208980286,11/01/2016 1:00,115.045094,29.30800106,464.917451
242,0.209676084,0.209676084,0.209676084,11/01/2016 2:00,115.4300984,30.62123499,415.2403852
243,0.298980377,0.298980377,0.298980377,11/01/2016 3:00,164.5963645,42.10615255,607.3841159
244,0.400166708,0.400166708,0.400166708,11/01/2016 4:00,220.3057807,62.12828335,821.8329478
245,0.349454434,0.349454434,0.349454434,11/01/2016 5:00,192.3901698,49.94458314,767.493904
246,0.223838116,0.223838116,0.223838116,11/01/2016 6:00,123.2349092,32.31937731,481.0205597
247,0.181463762,0.181463762,0.181463762,11/01/2016 7:00,99.9072493,27.48887645,386.4325737
248,0.299420658,0.299420658,0.299420658,11/01/2016 8:00,164.8527656,45.3989217,635.5358527
249,0.953564268,0.953564268,0.953564268,11/01/2016 9:00,525.0151443,134.4778488,2148.605782
250,3.394266679,3.394266679,3.394266679,11/01/2016 10:00,1868.853284,539.4468732,6719.094138
251,7.800109498,7.800109498,7.800109498,11/01/2016 11:00,4294.744492,1127.834552,16672.18659
252,10.54663655,10.54663655,10.54663655,11/01/2016 12:00,5807.082511,1483.83387,23796.33186
253,11.81315606,11.81315606,11.81315606,11/01/2016 13:00,6504.551298,1709.867674,27270.83635
254,15.05782282,15.05782282,15.05782282,11/01/2016 14:00,8291.268306,2123.964954,35129.08452
255,19.41787295,19.41787295,19.41787295,11/01/2016 15:00,10692.21854,2793.013213,40016.78857
256,15.7371823,15.7371823,15.7371823,11/01/2016 16:00,8665.637786,2389.869583,31540.92949
257,5.766906697,5.766906697,5.766906697,11/01/2016 17:00,3175.585909,822.7632026,11634.06705
258,1.220493962,1.220493962,1.220493962,11/01/2016 18:00,672.0846261,175.7897691,2633.917256
259,0.305739574,0.305739574,0.305739574,11/01/2016 19:00,168.3632756,45.85083948,689.1279609
260,0.169067288,0.169067288,0.169067288,11/01/2016 20:00,93.10278702,23.4001105,349.2848749
261,0.210787712,0.210787712,0.210787712,11/01/2016 21:00,116.0795648,30.02388619,445.4394406
262,0.341564937,0.341564937,0.341564937,11/01/2016 22:00,188.1010189,50.54491977,680.0721036
263,0.39802779,0.39802779,0.39802779,11/01/2016 23:00,219.1990387,53.82900949,840.6774876
264,0.297424502,0.297424502,0.297424502,12/01/2016 0:00,163.7982957,42.74106071,583.6118608
265,0.208980286,0.208980286,0.208980286,12/01/2016 1:00,115.0920537,29.18212005,431.8406501
266,0.209676084,0.209676084,0.209676084,12/01/2016 2:00,115.4772152,29.1124554,454.2790726
267,0.298980377,0.298980377,0.298980377,12/01/2016 3:00,164.6635503,40.71315086,614.6867695
268,0.400166708,0.400166708,0.400166708,12/01/2016 4:00,220.3957062,61.16871759,878.4797502
269,0.349454434,0.349454434,0.349454434,12/01/2016 5:00,192.4687006,49.41055134,777.7340595
270,0.223838116,0.223838116,0.223838116,12/01/2016 6:00,123.2852119,32.02926321,479.6186431
271,0.181463762,0.181463762,0.181463762,12/01/2016 7:00,99.94802995,27.79168771,385.4859512
272,0.299420658,0.299420658,0.299420658,12/01/2016 8:00,164.920056,41.53560421,603.9401353
273,0.953564268,0.953564268,0.953564268,12/01/2016 9:00,525.2294477,132.389448,1950.652182
274,3.394266679,3.394266679,3.394266679,12/01/2016 10:00,1869.616122,490.2216841,7574.825483
275,7.800109498,7.800109498,7.800109498,12/01/2016 11:00,4296.497543,1093.51115,15471.94613
276,10.54663655,10.54663655,10.54663655,12/01/2016 12:00,5809.452876,1515.531434,22219.8514
277,11.81315606,11.81315606,11.81315606,12/01/2016 13:00,6507.206359,1669.111128,26510.04656
278,15.05782282,15.05782282,15.05782282,12/01/2016 14:00,8294.652679,1924.711435,31625.68804
279,19.41787295,19.41787295,19.41787295,12/01/2016 15:00,10696.58294,2958.985576,39984.76113
280,15.7371823,15.7371823,15.7371823,12/01/2016 16:00,8669.17497,2230.163973,32962.04829
281,5.766906697,5.766906697,5.766906697,12/01/2016 17:00,3176.882136,929.2987575,12090.35728
